left,right,exact,approximate,sample
2059,2222,0.026097851673687333,0.0270624167084989,neighbour
293,418,0.025501391762967323,0.024994387678510078,neighbour
1225,1986,0.02095216245240067,0.021503950166060007,neighbour
345,714,0.021068084487612382,0.02242417034199999,neighbour
1020,1653,0.046261063586795666,0.0464401899855219,neighbour
1097,1902,0.02471104450247733,0.02594972433631844,neighbour
175,87,0.02270850308417577,0.022279963434181274,neighbour
1307,2180,0.024913546217422495,0.026597658515561007,neighbour
437,522,0.02197928882140508,0.02421958068495289,neighbour
1736,1649,0.02397119933969729,0.02442954995249426,neighbour
897,482,0.022395711363774398,0.023802822006537147,neighbour
1774,1410,0.018862360889471852,0.019716506959030777,neighbour
796,696,0.018413590966740483,0.019508716263169273,neighbour
754,568,0.020287359909494082,0.02082732501348482,neighbour
586,819,0.02069011859075425,0.02382823645192022,neighbour
1597,1511,0.020651713964747218,0.020340643352007477,neighbour
2076,1720,0.0293153610542107,0.03115945711512789,neighbour
464,180,0.018446915611890727,0.021538129693591326,neighbour
2153,508,0.03136157942211495,0.031481228173509415,neighbour
669,17,0.02587635600003112,0.025409306326479107,neighbour
1821,1129,0.02130015941014157,0.0220704040690965,neighbour
165,276,0.02359251927727137,0.024679717374052668,neighbour
541,654,0.022479628431409993,0.023105557547772326,neighbour
864,625,0.028580069863008473,0.030112857243739494,neighbour
932,724,0.026743781864051967,0.026891570479846534,neighbour
1861,2158,0.048742764473260106,0.04819263710329923,neighbour
151,13,0.017573965814146223,0.018337282410585375,neighbour
1484,4,0.016873333297077978,0.02043702059662779,neighbour
1833,1215,0.029402287288378643,0.03173823687521845,neighbour
1453,1499,0.020883561504796897,0.0221496716032133,neighbour
79,689,0.02206007744601654,0.023931473961063675,neighbour
1649,1645,0.02831501802455808,0.02931575049445288,neighbour
1459,618,0.03182114297381173,0.03224057462796836,neighbour
479,480,0.021897341047924762,0.023067426276119303,neighbour
1414,1675,0.0195897129684864,0.02004009896852839,neighbour
1736,1635,0.031118971600339884,0.03280875918035411,neighbour
1570,1081,0.0211062810256469,0.0227140688063465,neighbour
446,2102,0.02095343048381636,0.02204493282399333,neighbour
1248,1262,0.016473833406278914,0.01754570365974699,neighbour
213,1139,0.018389544400881096,0.01857018026651107,neighbour
1208,1467,0.029520615422286373,0.032981052848639045,neighbour
129,139,0.02962601992018425,0.02904752526140105,neighbour
28,1579,0.029598703413271484,0.02962657396553771,neighbour
1665,1325,0.024203140340626445,0.023011761783238466,neighbour
819,215,0.022734574473144392,0.02519799938754129,neighbour
128,669,0.02814957322227095,0.02818062971985262,neighbour
1284,1286,0.02148819164364133,0.021156200631429867,neighbour
1215,1305,0.027505699101563648,0.02771458613375817,neighbour
10,716,0.019053997422499178,0.01977857238448745,neighbour
2201,2191,0.03968710224343959,0.04046822999987583,neighbour
654,675,0.02066379441686308,0.021457725686624032,neighbour
1369,1025,0.03293892689370477,0.03451293099160299,neighbour
1558,1548,0.02055321670123637,0.02103138431249315,neighbour
1933,1711,0.01653600991525161,0.017885406004885883,neighbour
1502,1984,0.021444529199764494,0.020260778328805296,neighbour
1774,1410,0.018862360889471852,0.019716506959030777,neighbour
709,750,0.018902698739459312,0.019189833513662574,neighbour
83,35,0.05523065857628913,0.05625928155712674,neighbour
919,964,0.024718851514992105,0.02611910846887884,neighbour
511,1551,0.03143509262376469,0.03494294529378993,neighbour
1435,1366,0.03323099496456934,0.03481734855575296,neighbour
2186,1440,0.04776932213298711,0.047931829021841975,neighbour
537,1203,0.020795590753831077,0.021227766091332943,neighbour
404,1413,0.019319314336413342,0.019128823353379915,neighbour
89,84,0.020685870120515155,0.021769401719611094,neighbour
1789,1850,0.02040927810103451,0.02356434454228366,neighbour
313,38,0.02072694676195434,0.020228859413342307,neighbour
1313,900,0.023981508803972436,0.02482841385564942,neighbour
141,158,0.02788594322869643,0.030232992812114518,neighbour
2166,2141,0.02517331658779598,0.02507821026020749,neighbour
32,405,0.02342200291182903,0.022720841877162553,neighbour
923,947,0.022197636717706623,0.0237010676486826,neighbour
349,53,0.023220880221494218,0.02392653776515351,neighbour
23,752,0.023942577685825958,0.02275155258237151,neighbour
1698,1405,0.022609836963861044,0.02306535691388093,neighbour
133,698,0.020819842963492975,0.021054392132690072,neighbour
625,61,0.025399837400311157,0.025118368681446807,neighbour
40,103,0.0300360389063933,0.029715903348051735,neighbour
2212,2124,0.01720771357963125,0.01810546499476113,neighbour
2082,1933,0.019657832290150824,0.019828200552100696,neighbour
2086,1741,0.026383801992009983,0.03152579401857116,neighbour
946,1390,0.02229876203145721,0.023624720113972812,neighbour
67,533,0.02104885522153659,0.021485465312121227,neighbour
273,1623,0.021445409877525017,0.022348461994061472,neighbour
1897,1905,0.02304770851672872,0.02318078817836191,neighbour
1624,691,0.023228548523627813,0.023322381415203437,neighbour
52,50,0.01871482407776669,0.018623213342153208,neighbour
709,1819,0.023378100207534187,0.022742447885228792,neighbour
1772,762,0.017784586514270756,0.01836700742954741,neighbour
1054,1032,0.02018608513798342,0.020653127331067507,neighbour
1550,620,0.035303433995018396,0.03606404781925897,neighbour
1727,2024,0.0216823706510906,0.02416904940470821,neighbour
555,1889,0.02436710404060444,0.025152455204549746,neighbour
750,592,0.022004334345928175,0.021249356241348882,neighbour
1137,1663,0.01909155941218595,0.02079955529713723,neighbour
23,592,0.0191600387386868,0.01874444546798868,neighbour
235,1663,0.021620488054805365,0.024898333266816435,neighbour
604,921,0.023570833605407786,0.02334906412105929,neighbour
224,1611,0.02657425008097401,0.026374311164458902,neighbour
1973,1194,0.021193325839394605,0.021724706322100565,neighbour
966,963,0.027284487693341394,0.027785348811862585,neighbour
2093,2024,0.027640148746854068,0.028024186193944364,neighbour
238,189,0.0176777389306143,0.019950662991580055,neighbour
1412,1477,0.018573278265241317,0.018018436859197687,neighbour
2182,1444,0.054054609207709256,0.05519236289329986,neighbour
1415,1053,0.019392073962120712,0.01970694446023214,neighbour
378,199,0.01895440593245184,0.022802579118048016,neighbour
237,367,0.023546904892348487,0.023269315158911445,neighbour
1342,1689,0.02097792146051337,0.022379949455167306,neighbour
716,679,0.022095740121470475,0.02290088180087364,neighbour
1025,1222,0.028889224100914365,0.03173515092508525,neighbour
745,802,0.024459183575751352,0.025917656084193722,neighbour
993,1313,0.0184988744548348,0.02163471646022573,neighbour
1606,861,0.019680770044100782,0.021599694052893775,neighbour
804,390,0.030227552215420065,0.02852306256764671,neighbour
1173,993,0.04047501883908495,0.039759267103292285,neighbour
545,1319,0.027224676628204388,0.027226419830877605,neighbour
1242,976,0.015861002783372612,0.01837806165510527,neighbour
968,946,0.026343532718165034,0.0262294740105669,neighbour
1640,1571,0.022246734517789708,0.022135281000359185,neighbour
1957,666,0.0174452567526139,0.018935816512242326,neighbour
1486,1815,0.018832917362280436,0.019371492576364863,neighbour
747,492,0.021312048943210263,0.021946687748034863,neighbour
135,533,0.023414441008248722,0.023909219127951735,neighbour
620,2111,0.031306306628123594,0.03212501692640414,neighbour
228,331,0.017718615125223446,0.01830156331553205,neighbour
1368,1583,0.033872750547412844,0.035135962134775094,neighbour
1326,1413,0.021072310801027262,0.021211061027704335,neighbour
1979,632,0.024290569994168114,0.025253026296987252,neighbour
1626,1065,0.022672830851071312,0.02169804164007559,neighbour
599,693,0.020067873716926834,0.02204422318540948,neighbour
2010,2144,0.03570778656384183,0.035597250004317106,neighbour
1190,1447,0.024445573959286867,0.027770548843430793,neighbour
1543,1143,0.023244034028125464,0.023671230111344227,neighbour
802,556,0.022321992005594017,0.02338459031912045,neighbour
70,219,0.03443497887657286,0.03789332572955103,neighbour
886,893,0.023363530888464348,0.026096120739684626,neighbour
1227,1991,0.01871395105608247,0.020511972071493308,neighbour
9,377,0.019334033919670025,0.021151599865041663,neighbour
47,1928,0.02056983501132862,0.022091771227618195,neighbour
421,188,0.01979612600257046,0.0214421181446491,neighbour
1379,336,0.021771841938254953,0.022721272491502964,neighbour
1043,1544,0.022849587277114634,0.02376826495370491,neighbour
1910,1456,0.023660064467882012,0.0282303913587736,neighbour
1023,1651,0.034071417250107074,0.03294162293348249,neighbour
1115,1943,0.022228135663391043,0.02190282254607598,neighbour
205,589,0.020101942728824936,0.022621888309424874,neighbour
1700,1515,0.022645304493994215,0.024096992027525393,neighbour
1388,554,0.017182088677302473,0.017060756672392596,neighbour
2206,866,0.03492533180208143,0.035218540480469976,neighbour
1195,1779,0.03288070687870353,0.03282249851481049,neighbour
445,538,0.019579807260188545,0.019873267609406844,neighbour
140,119,0.030004767647789123,0.03108882478566138,neighbour
1601,1138,0.02056393271411482,0.022189621243845242,neighbour
1928,579,0.018318902486699,0.019181733691663497,neighbour
2087,1004,0.027194798501700968,0.028335945271686355,neighbour
1065,449,0.020175112457386898,0.020906382682276542,neighbour
1586,2011,0.02670873714546182,0.029090606516190345,neighbour
1342,1688,0.0203114728412893,0.022378177681536056,neighbour
468,186,0.022297894614936788,0.022413894797072467,neighbour
65,24,0.023118217778686244,0.022803722457120056,neighbour
376,1076,0.021437359159855694,0.0230835757163518,neighbour
385,836,0.028532682314883793,0.0296566328508594,neighbour
975,1390,0.02413077475892961,0.024841179556267884,neighbour
604,811,0.039828793108245504,0.04142415176565731,neighbour
2190,2219,0.028105546338210486,0.02962062156521831,neighbour
1299,614,0.02874450855332783,0.03123045242300193,neighbour
1938,1111,0.01740694662787643,0.021513431767622705,neighbour
1971,1003,0.027040497870146077,0.027432144699873984,neighbour
637,819,0.030544502026527757,0.029537528800759653,neighbour
748,117,0.02483494264097101,0.025425637250438463,neighbour
765,214,0.01931168500161741,0.02092576302295836,neighbour
997,1268,0.035955108283568876,0.03575828296004556,neighbour
525,946,0.0340101627308437,0.03418443383028151,neighbour
1328,1437,0.030731431416671725,0.030939487141429148,neighbour
1871,1606,0.019118403820942233,0.022673020493604007,neighbour
1096,1106,0.019175769511413095,0.019520091751188146,neighbour
1894,1729,0.018321782953493505,0.01967799956818992,neighbour
1657,1051,0.022101079781700842,0.022797109953620727,neighbour
1934,1941,0.023465377545976503,0.024206105097397672,neighbour
2177,841,0.02753612044609493,0.028695353376222473,neighbour
565,707,0.019410714825380197,0.02284581612649485,neighbour
2042,2078,0.021485519772569524,0.023204731064684687,neighbour
1148,456,0.021962419418890898,0.023496946133673376,neighbour
1728,142,0.023887914570379212,0.024155254789865757,neighbour
1821,1887,0.020979533303516967,0.023806748772953565,neighbour
945,975,0.024459300298558383,0.024692621965911002,neighbour
696,1053,0.018674947379439095,0.019778858435651095,neighbour
0,179,0.020661358166766425,0.024663956357422225,neighbour
1417,1478,0.023626700093768833,0.023860012717983,neighbour
1436,1167,0.028822392966356764,0.03185688929230579,neighbour
2043,1281,0.020649123323748984,0.023104417210846245,neighbour
1705,501,0.021632815831040327,0.02130021731204862,neighbour
468,600,0.019184880316885942,0.020554763341651426,neighbour
1747,2072,0.020049515142857948,0.021049282130072615,neighbour
1729,1675,0.02072715304293355,0.022386211335805168,neighbour
224,301,0.026348416493399206,0.026783277076103288,neighbour
2035,14,0.02053603614244024,0.02279917599962016,neighbour
519,2157,0.032149833572073884,0.03243517239815465,neighbour
2071,1952,0.017066476568820793,0.01712331932549396,neighbour
1101,1410,0.017114408300694276,0.017441910224071756,neighbour
1933,758,0.018972560968388095,0.02067090633014769,neighbour
2156,2196,0.05291819529140627,0.05535504068156657,neighbour
1396,1493,0.01901096339414433,0.018710466879693494,neighbour
390,317,0.025689309095587184,0.026885309932278605,neighbour
1886,1903,0.019936151606066637,0.023027285502529738,neighbour
830,1599,0.019498519980094792,0.019386119866633744,neighbour
759,701,0.019004910190589044,0.018671111784437304,neighbour
853,984,0.01973849847727671,0.019160325514773466,neighbour
2170,2198,0.04387661998811302,0.0454898960632732,neighbour
918,984,0.021705999298724916,0.022444568128854737,neighbour
1604,1476,0.02154805024315587,0.023928271076989305,neighbour
666,1939,0.021791850799981083,0.02234716975659743,neighbour
551,1931,0.021641278682564977,0.023422314613764168,neighbour
1080,1897,0.02033922916937626,0.021372840710567945,neighbour
1668,1895,0.021149929625864306,0.02154768186383962,neighbour
228,221,0.016680927547411427,0.017055894200708122,neighbour
858,338,0.02119907815118637,0.02384530183512206,neighbour
1095,413,0.02135737568765384,0.021998011656835924,neighbour
1303,2220,0.05190898290144923,0.05699015467920726,neighbour
1978,1883,0.019783608372568127,0.019488537169116193,neighbour
2154,1856,0.03576416600433741,0.03623485690822763,neighbour
753,654,0.015751755851110816,0.019005881213382272,neighbour
881,158,0.02123025607833759,0.022967698067134095,neighbour
1407,1509,0.014679593220547578,0.015348530684908003,neighbour
1672,1520,0.022740269483834497,0.02223588819524226,neighbour
1252,920,0.0285913073452819,0.029201384085942615,neighbour
910,105,0.031146449925245154,0.03126454765305771,neighbour
1624,1561,0.02212627438566035,0.021752049551143824,neighbour
782,780,0.023343688733070724,0.0250195593445326,neighbour
2193,2185,0.02508185231146776,0.02691730956966984,neighbour
1739,1009,0.02480731849220404,0.027241433714973465,neighbour
1759,1685,0.025632897975462466,0.02617272787599583,neighbour
182,856,0.028234792679084693,0.028004668612836778,neighbour
476,1676,0.0240074138400425,0.023900852060201302,neighbour
238,734,0.021162785307974517,0.023208830523870648,neighbour
1150,353,0.022899375278947996,0.023851874967416586,neighbour
2128,1439,0.022863191776253733,0.022859550442766045,neighbour
771,491,0.021563907405854465,0.022968462898450545,neighbour
390,112,0.019567377052820852,0.019746087385597397,neighbour
602,1764,0.04342984695227488,0.04270587063522296,neighbour
919,1270,0.028359648777903687,0.032139617244840865,neighbour
1547,1698,0.020240862890479088,0.021184270324952688,neighbour
489,507,0.02189154969412619,0.02185400392787148,neighbour
1349,2174,0.018504013095771685,0.017908467052906347,neighbour
1495,985,0.026218713247050496,0.02681268255646327,neighbour
2086,1974,0.04183087533619673,0.04262292557487367,neighbour
954,457,0.04291601711181201,0.042203233124432596,neighbour
1680,1726,0.020613175606301985,0.02047633246756031,neighbour
388,149,0.024693317101710847,0.026011539298091746,neighbour
1182,2139,0.031098687194535898,0.03482428833330944,neighbour
4,816,0.02088167876213624,0.021325845041257712,neighbour
233,63,0.019887362672411733,0.01969504810358319,neighbour
845,16,0.023101351303202535,0.02240618763528046,neighbour
941,973,0.025935582430654656,0.027825505184192325,neighbour
1192,518,0.01976957569566347,0.022490978270184737,neighbour
511,1471,0.024248624079435774,0.024306845449495337,neighbour
634,45,0.023735738982859602,0.02510792039626962,neighbour
1011,1054,0.01868878461732435,0.018607670171003697,neighbour
528,373,0.028305486239425224,0.03149936940594029,neighbour
2152,2016,0.030824983492065836,0.03167664634027319,neighbour
299,123,0.035686089298349044,0.03828625233076923,neighbour
1877,1815,0.02280630558614057,0.02486838439077671,neighbour
131,1713,0.021298583866298192,0.022456279758582474,neighbour
2200,1761,0.030696569642464096,0.031246829821782833,neighbour
1902,1106,0.02272426186280928,0.025523321323242955,neighbour
1646,1571,0.03089923106973188,0.031917423104830464,neighbour
1682,770,0.020717931124795416,0.02075596663224298,neighbour
1575,1213,0.022403874956300827,0.026719415275489437,neighbour
344,198,0.020920112180565477,0.021624233201146204,neighbour
966,925,0.027361781368898764,0.028818310249377702,neighbour
180,313,0.020889161162989188,0.02164859505114579,neighbour
311,543,0.027540349382885763,0.029654194513226744,neighbour
888,924,0.02395529866479909,0.027151413922946184,neighbour
1925,1321,0.029329492916629264,0.031514427164459374,neighbour
2048,2059,0.022933649466721967,0.025707927441187932,neighbour
806,936,0.025144941003602112,0.026085625545066292,neighbour
2087,1971,0.029295505035245875,0.032226047566270524,neighbour
989,1390,0.028379082164531437,0.02808616005030367,neighbour
280,744,0.01807437602631644,0.01872645544947393,neighbour
1782,1349,0.022389148169960654,0.025046972262070456,neighbour
1805,1789,0.02601913456031233,0.026444271740084083,neighbour
1526,509,0.038330126535495494,0.03784841320240023,neighbour
141,657,0.022851442432015284,0.026156340437192373,neighbour
1460,602,0.042897792160666574,0.043307747750305915,neighbour
165,1524,0.02887508122230798,0.02852894768995432,neighbour
1409,1012,0.017957068340852273,0.021005387147705834,neighbour
40,815,0.03087540618660729,0.03222534608680275,neighbour
1397,1951,0.023525654880098765,0.02450977815862994,neighbour
1458,1030,0.02453907613080259,0.02706122814367233,neighbour
1920,2085,0.028701188596906065,0.027854601403369185,neighbour
849,1470,0.03209291772835438,0.0332543748120467,neighbour
186,267,0.017554583053198597,0.022654927839689247,neighbour
785,793,0.01814973363548794,0.020061933581589038,neighbour
563,1154,0.018500442233087125,0.018897523263507014,neighbour
410,1095,0.023023107104366662,0.024597384678383002,neighbour
521,2189,0.034933757622688244,0.03770311244708664,neighbour
22,96,0.021051410140815987,0.023666612544626105,neighbour
2212,2123,0.019171346728544616,0.021109111460985187,neighbour
1193,2116,0.02775618758949784,0.028420390210607296,neighbour
443,645,0.02288719266450832,0.023781983992632788,neighbour
339,356,0.021039688518742005,0.020932878152120298,neighbour
1721,1204,0.019903562909962674,0.020029155259915558,neighbour
1117,1490,0.023421784275595336,0.02314571950803794,neighbour
1928,571,0.020910306479142122,0.0222706461763554,neighbour
839,1554,0.017775604921263885,0.020520308537079895,neighbour
1636,1364,0.03531475825279388,0.036066609266780715,neighbour
952,956,0.02616099087203118,0.028249375138651042,neighbour
475,1037,0.023265668262904216,0.024720176740311843,neighbour
1078,2079,0.019788467083859385,0.02162210028253373,neighbour
1057,789,0.026140985868210856,0.025729594222617017,neighbour
924,933,0.026260786238711267,0.025966461167177362,neighbour
356,73,0.022972815678181636,0.02330486263130229,neighbour
969,945,0.029289299591260386,0.030802833179340162,neighbour
1914,1039,0.024428913605488198,0.02522085685940295,neighbour
78,206,0.021188877240913822,0.02238558854396442,neighbour
862,105,0.034457355412253136,0.03619745112955612,neighbour
1092,320,0.02498264767728129,0.028430160032767566,neighbour
1828,1466,0.033281903889647406,0.035015145199847726,neighbour
18,1524,0.025583242874750826,0.026911731148321568,neighbour
1702,613,0.05150665304508721,0.050061410720295796,neighbour
257,882,0.03154184395391566,0.03223162482985688,neighbour
797,773,0.020445427843319472,0.021427391279561767,neighbour
791,1724,0.024715302087330023,0.024214666413472277,neighbour
701,569,0.017024332611604878,0.01745363522467038,neighbour
2197,2198,0.024413522268737928,0.02446589294236668,neighbour
116,24,0.02451647182436325,0.025800800341746956,neighbour
193,427,0.023782505059692753,0.02367704303606412,neighbour
2192,2183,0.044413621670294556,0.04582826533153918,neighbour
831,1761,0.0410716672445939,0.042079391681095916,neighbour
405,130,0.019208994811755257,0.019604447275838266,neighbour
2159,2181,0.031234976249493316,0.03033616882474998,neighbour
1243,619,0.03004633438264867,0.031025392017966308,neighbour
1022,2120,0.03450069580810878,0.035717115536624516,neighbour
1456,1858,0.022472128642602212,0.022553017425039765,neighbour
671,737,0.02017392016537367,0.020176483577518594,neighbour
108,590,0.021939336279138216,0.024706748051239423,neighbour
454,48,0.021331827141992457,0.02260399813599419,neighbour
1109,1275,0.024707252215911007,0.02513663464536231,neighbour
562,192,0.021984570876879262,0.021813422898013052,neighbour
815,80,0.024477843454753026,0.025586544010131124,neighbour
1462,1360,0.028406562037576973,0.028724079597376388,neighbour
840,149,0.022933089204217338,0.021794810624537607,neighbour
1368,1222,0.029182233057759827,0.03024532371657144,neighbour
1681,460,0.02342358663941067,0.023821669751230398,neighbour
27,28,0.020401786152486924,0.020071149306992768,neighbour
1034,1043,0.018429290980757098,0.020940142913776216,neighbour
1011,1063,0.017452875414700083,0.01948918442734953,neighbour
519,2140,0.034122433200959236,0.035521155997526664,neighbour
542,162,0.021149980236610598,0.02505734568717466,neighbour
730,725,0.04389888579940756,0.04417016451411347,neighbour
496,839,0.02481596758350946,0.02587216100198976,neighbour
131,1137,0.017028560064968702,0.01765144360708222,neighbour
1667,135,0.017893184123650038,0.017479872265282727,neighbour
1800,797,0.02126541287033602,0.021800211367799027,neighbour
1946,2042,0.02473297992271824,0.02440788293732092,neighbour
848,1446,0.02846874821371494,0.033299649240192825,neighbour
2191,2014,0.02345520418861836,0.02502845474244953,neighbour
389,1727,0.026993111671043943,0.02747753984568757,neighbour
1530,1491,0.017224953191764966,0.017235895699145923,neighbour
1968,1189,0.026842991988909545,0.027465871155408102,neighbour
256,153,0.033514205900957474,0.033350819531901395,neighbour
479,1820,0.02243824232121153,0.022726859532150437,neighbour
152,2001,0.02506204421516002,0.026092623831594372,neighbour
1726,1989,0.020869587179339868,0.020284989859689267,neighbour
170,679,0.026029586876617217,0.026759424392937232,neighbour
537,1336,0.018520419206110517,0.01924784022438146,neighbour
2141,2009,0.035367202649274315,0.03652796266490961,neighbour
971,968,0.023204559204112712,0.023812241114529925,neighbour
966,724,0.02264215822993421,0.02457149953526644,neighbour
1974,2116,0.03549057422095941,0.03529165112869972,neighbour
796,50,0.018171699933909165,0.019820292739599822,neighbour
1938,2097,0.02333596059108455,0.02366370062763728,neighbour
2162,1836,0.03751064592344127,0.03768877032413746,neighbour
1060,1426,0.018963486636303477,0.021525555651854024,neighbour
1156,1450,0.02039017255177564,0.019813876573507343,neighbour
1502,1540,0.02211567920239189,0.022664797233015628,neighbour
82,185,0.01628541272397653,0.016802632414243256,neighbour
123,1118,0.035558192069625814,0.037189878662135085,neighbour
1896,1348,0.019940376187157365,0.019980794625977898,neighbour
1918,1104,0.02206902325259132,0.02308637642612042,neighbour
469,133,0.017970413075992765,0.02069068777868005,neighbour
1297,1227,0.026138643442383515,0.02722606684866567,neighbour
1029,2162,0.04678657889453264,0.05045619318809593,neighbour
579,1103,0.021705870623876786,0.021812601760030085,neighbour
379,776,0.02049004915848519,0.021191257168995226,neighbour
776,187,0.017205939281458447,0.017049632772949623,neighbour
2113,1746,0.02679056930123845,0.026937798998665566,neighbour
150,1295,0.020601974019975402,0.02365150376423914,neighbour
1638,1299,0.028402058492561562,0.028000880222694147,neighbour
748,1709,0.02292540812370411,0.024078965395251745,neighbour
392,1450,0.02679045859178654,0.02638960714433694,neighbour
423,183,0.023961005045110964,0.02463115251385712,neighbour
2120,2061,0.033829511263535034,0.03416392838618915,neighbour
138,104,0.023517622814781793,0.02313884729702096,neighbour
811,921,0.03291203207331991,0.03284381186114788,neighbour
332,475,0.021473007762664816,0.023999663570202088,neighbour
1554,1610,0.02096426862056998,0.023834117436233315,neighbour
1767,1492,0.020475323770946994,0.022928942466044877,neighbour
1531,1113,0.030442028173089636,0.029013666996330817,neighbour
2100,2187,0.052312210559695635,0.05350648204923864,neighbour
617,510,0.0366110861880108,0.03692626781104241,neighbour
2108,2103,0.016682256304753548,0.017262329866050245,neighbour
1757,826,0.053178147033132284,0.056652116318982114,neighbour
652,885,0.026555643555565212,0.028258870494570397,neighbour
1442,848,0.02406941978975482,0.027026832173121587,neighbour
261,259,0.023392833734009157,0.023353371794755533,neighbour
1523,1587,0.0206640551664944,0.021622236043799183,neighbour
1106,1096,0.019175769511413095,0.019520091751188146,neighbour
1242,928,0.026558952872147577,0.027902574899296012,neighbour
1160,1035,0.020843196465284868,0.02155087566843216,neighbour
71,1780,0.019914266253976236,0.020848176858443,neighbour
2214,1443,0.04255257164066775,0.04560246584827435,neighbour
1801,1069,0.02108969375800708,0.022225997385148896,neighbour
790,1041,0.02678884772943771,0.02682700552703672,neighbour
1000,1638,0.03562659694103349,0.03732455387054085,neighbour
204,210,0.02237016804993109,0.02357337422961192,neighbour
423,242,0.024690142408618474,0.0247125734666397,neighbour
520,613,0.03433800338018736,0.040090297622715154,neighbour
699,1506,0.021046654094620778,0.021522450951092696,neighbour
1966,607,0.028810318014867893,0.029640257815081724,neighbour
1815,1334,0.020757213924657653,0.020013154688857462,neighbour
1704,651,0.017530455142772947,0.021294457994985624,neighbour
1848,1116,0.02928180894693386,0.029999464483675804,neighbour
487,306,0.02600491125805914,0.025244785151352707,neighbour
1473,1447,0.023739869694879526,0.02911948297245788,neighbour
50,1053,0.020551075906989496,0.02118354481371021,neighbour
998,127,0.03343873288813383,0.03607003891511862,neighbour
2145,2121,0.03313541143544595,0.03584903123989405,neighbour
283,50,0.021251844545908567,0.021369940210498397,neighbour
1352,1209,0.02919224503020651,0.028727896843909022,neighbour
351,1894,0.02397739834222456,0.023641984197585064,neighbour
147,381,0.02199369689494586,0.021914178553018998,neighbour
1528,1402,0.02111133546467825,0.022846482299707288,neighbour
757,1404,0.01913656408371862,0.019567522344489566,neighbour
1434,336,0.020519501904827007,0.02016125998879811,neighbour
818,798,0.020540907432993416,0.02071483934334705,neighbour
1104,1808,0.02178809419033211,0.022888703242528015,neighbour
960,934,0.022561323250717705,0.023074126283765626,neighbour
1946,1984,0.02113718970581813,0.024203045187773206,neighbour
1242,925,0.02138449941376876,0.022892440745935924,neighbour
2006,811,0.032124396621938264,0.032609538237253856,neighbour
2030,500,0.021973795497052816,0.022886168642663456,neighbour
1750,1120,0.021242587468559154,0.023078119053559977,neighbour
1430,1522,0.02578913028285752,0.028951616114115213,neighbour
1378,773,0.025684159244322706,0.02620494971964895,neighbour
1622,1093,0.01836209668036928,0.018515304293410615,neighbour
1415,214,0.01771494994047527,0.020200888805237252,neighbour
1394,1208,0.0282008367162717,0.029322863052434603,neighbour
1890,1415,0.02357900241481846,0.02537402511008239,neighbour
445,545,0.020640839419318633,0.020918292855369256,neighbour
272,237,0.021436127268306047,0.022655378913908134,neighbour
1052,42,0.0245854421751598,0.026421738960140793,neighbour
1256,949,0.030346313071955296,0.033224948491974396,neighbour
969,992,0.030199128808127973,0.0332898467085243,neighbour
284,65,0.024388140543901742,0.025068055765301363,neighbour
1552,1227,0.020127482672600845,0.021915487557942794,neighbour
973,946,0.02434746932605075,0.0250161446265725,neighbour
360,359,0.02121193149366338,0.021272260133249905,neighbour
1404,1326,0.019138796004189718,0.020767768797482912,neighbour
1109,1660,0.027943998931755736,0.029566569352412572,neighbour
1379,1695,0.020712560237928727,0.02151631895891038,neighbour
1542,336,0.019877732841713916,0.020353341003990236,neighbour
442,308,0.021391157621580194,0.02307916539264664,neighbour
1502,1399,0.0171770825890313,0.019820909782805457,neighbour
1920,1732,0.03430081561732011,0.03498126485330193,neighbour
707,565,0.019410714825380197,0.02284581612649485,neighbour
967,979,0.01824712899647422,0.019850652537071238,neighbour
2211,2156,0.08154312094065078,0.08222108138907785,neighbour
2114,1556,0.026471003705542524,0.029068495975989636,neighbour
913,959,0.02055183268374921,0.0226182197092793,neighbour
141,17,0.02733407658741138,0.03000555668099225,neighbour
303,960,0.04448423566817242,0.046660158578672103,neighbour
