bc,bh,legacy_combined_mse,fast_combined_mse,slow-N_combined_mse
0.07500000000000001,3.4000000000000004,0.05899754029181727,0.05813122210716959,0.05842968867389925
0.07500000000000001,3.5,0.05946221467335358,0.058010171708981054,0.0588616993564352
0.07500000000000001,3.6,0.06009002303380323,0.05800378830125321,0.05944400320017159
0.07500000000000001,3.7,0.060876417183984136,0.058109134286256796,0.06017283529961989
0.07500000000000001,3.8000000000000003,0.061816415603883,0.05832325329576935,0.06104471005877287
0.07500000000000001,3.9000000000000004,0.06290471546515422,0.05864311706438059,0.0620563379478999
0.07500000000000001,4.0,0.06413579334018704,0.059065553806876434,0.06320448468582723
0.1,0.0,0.10670620813692441,0.10731348567025586,0.10644462532179327
0.1,0.1,0.10354953297978539,0.10416887621952921,0.10328343538291274
0.1,0.2,0.10041050275331134,0.101051586968523,0.1001326520958004
0.1,0.30000000000000004,0.09729679451056457,0.0979702130384504,0.096999823736956
0.1,0.4,0.09421575767873452,0.09493295219969451,0.09389252592058123
0.1,0.5,0.09117452395862026,0.09194763632953756,0.09081875271705762
0.1,0.6000000000000001,0.08818043674611421,0.08902200379622402,0.0877876535526313
0.1,0.7000000000000001,0.08524174958225275,0.08616412764458313,0.08481039457327065
0.1,0.8,0.08236847462464775,0.0833828917262989,0.0819007960308638
0.1,0.9,0.07957307997299935,0.08068833222907425,0.07907530148391152
0.1,1.0,0.07687060199844938,0.07809162821667219,0.07635199299831068
0.1,1.1,0.07427787370581114,0.07560462344883483,0.07374883549662903
0.1,1.2000000000000002,0.07181198088822764,0.07323896561704103,0.07128181504393213
0.1,1.3,0.06948848107003391,0.07100512902365075,0.0689637308072449
0.1,1.4000000000000001,0.06732004927515782,0.06891162849610503,0.066804018409916
0.1,1.5,0.06531597018099324,0.06696462605526622,0.0648094252674693
0.1,1.6,0.06348247055196414,0.06516795881229369,0.06298501481334831
0.1,1.7000000000000002,0.061823556677639335,0.06352347469276673,0.06133499065304999
0.1,1.8,0.06034193127350866,0.06203150473653107,0.059863076462010736
0.1,1.9000000000000001,0.059039671982388034,0.06069132095003359,0.058572462020672476
0.1,2.0,0.05791854362753792,0.05950148896396027,0.057465500790304026
0.1,2.1,0.05697998826161855,0.058460088530241885,0.056543384950317625
0.1,2.2,0.05622493244059842,0.05756482152524681,0.0558059608781981
0.1,2.3000000000000003,0.05565356327001773,0.05681304980002865,0.055251743354174786
